OBJECTID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,OccHU_e19,OccHU_m19,VehicAvail0_e19,VehicAvail0_m19,pVehicAvail0_e19,pVehicAvail0_m19,VehicAvail1_e19,VehicAvail1_m19,pVehicAvail1_e19,pVehicAvail1_m19,VehicAvail2_e19,VehicAvail2_m19,pVehicAvail2_e19,pVehicAvail2_m19,VehicAvail3P_e19,VehicAvail3P_m19,pVehicAvail3P_e19,pVehicAvail3P_m19,SHAPE_Length,SHAPE_Area
265,Atlanta Regional Commission,Yes,30319,3335,ZCTA,ZCTA5 30319,20118,632,1293,276,6.4,1.4,8399,657,41.7,3,8392,506,41.7,2.1,2034,261,10.1,1.3,0.340506971118971,0.00265062916856075
266,Atlanta Regional Commission,Yes,30017,3159,ZCTA,ZCTA5 30017,7035,531,117,69,1.7,1,1141,262,16.2,3.5,3332,451,47.4,5.3,2445,409,34.8,5.2,0.385041756233221,0.00307210908191311
267,Georgia Mountains,No,30546,3437,ZCTA,ZCTA5 30546,3291,184,118,53,3.6,1.6,986,177,30,5.1,1358,184,41.3,5.1,829,190,25.2,5.6,0.962993971981823,0.0358321996143724
268,ARC / NE,Yes,30019,3160,ZCTA,ZCTA5 30019,14282,798,191,140,1.3,1,2286,503,16,3.4,6390,701,44.7,4.2,5415,722,37.9,4.6,0.838931923783589,0.0117641343864173
269,Georgia Mountains,No,30547,3438,ZCTA,ZCTA5 30547,1151,140,73,46,6.3,3.9,260,88,22.6,7.1,365,97,31.7,7.5,453,97,39.4,6.9,0.818338109131952,0.013359654544852
270,Atlanta Regional Commission,Yes,30021,3161,ZCTA,ZCTA5 30021,7030,390,1113,220,15.8,3,3362,355,47.8,4.3,2197,291,31.3,3.8,358,102,5.1,1.4,0.200156992581648,0.000895877833492882
271,ARC / GM / NE,Partial,30548,3439,ZCTA,ZCTA5 30548,6877,353,66,46,1,0.7,1312,235,19.1,3.3,3169,281,46.1,3.3,2330,309,33.9,4.1,1.10381585765519,0.00986748845069618
272,Atlanta Regional Commission,Yes,30022,3162,ZCTA,ZCTA5 30022,23872,630,457,196,1.9,0.8,6154,562,25.8,2.3,11553,647,48.4,2.4,5708,545,23.9,2.2,0.667482699013533,0.0065180782699151
273,Northeast Georgia,No,30549,3440,ZCTA,ZCTA5 30549,8535,333,486,224,5.7,2.6,1831,335,21.5,3.8,3140,368,36.8,4.1,3078,377,36.1,4.2,1.29929714458477,0.0279648227364346
274,ARC / GM,Yes,30024,3163,ZCTA,ZCTA5 30024,24338,600,283,114,1.2,0.5,3949,424,16.2,1.7,12543,694,51.5,2.6,7563,565,31.1,2.2,1.00154776549831,0.0109505299811212
275,Georgia Mountains,No,30552,3441,ZCTA,ZCTA5 30552,680,108,15,17,2.2,2.5,216,84,31.8,11.3,223,82,32.8,10.9,226,83,33.2,11,0.916305731588714,0.0144029987818697
276,Northeast Georgia,Yes,30025,3164,ZCTA,ZCTA5 30025,3415,252,19,21,0.6,0.6,709,207,20.8,5.9,1453,266,42.5,7.1,1234,235,36.1,6.3,0.769665896851431,0.0172828634377358
277,Georgia Mountains,No,30553,3442,ZCTA,ZCTA5 30553,3326,212,123,56,3.7,1.7,1048,185,31.5,5.2,1184,208,35.6,5.8,971,194,29.2,5.5,1.02714904553678,0.0163846282484545
278,ARC / GM,Yes,30028,3165,ZCTA,ZCTA5 30028,8989,323,107,63,1.2,0.7,1559,232,17.3,2.5,4430,335,49.3,3.3,2893,267,32.2,2.7,0.877655290074557,0.0131832859766775
279,Georgia Mountains,Partial,30554,3443,ZCTA,ZCTA5 30554,2872,247,135,95,4.7,3.3,630,132,21.9,4.2,1016,157,35.4,4.5,1091,183,38,5.5,1.13808935744143,0.0187874131394642
280,Atlanta Regional Commission,Yes,30030,3166,ZCTA,ZCTA5 30030,12164,348,1717,272,14.1,2.2,4301,410,35.4,3.2,5094,386,41.9,2.9,1052,187,8.6,1.5,0.244592801526213,0.00164576649707523
281,Northwest Georgia,No,30555,3444,ZCTA,ZCTA5 30555,964,147,55,40,5.7,4.1,255,76,26.5,6.8,429,121,44.5,10.6,225,87,23.3,8.3,0.453976179234006,0.00338404773552916
282,Atlanta Regional Commission,Yes,30032,3167,ZCTA,ZCTA5 30032,17431,460,2960,309,17,1.7,7356,493,42.2,2.6,4794,462,27.5,2.6,2321,317,13.3,1.8,0.395690172811372,0.00344432891164177
283,Georgia Mountains,No,30557,3445,ZCTA,ZCTA5 30557,2000,248,46,32,2.3,1.6,391,141,19.6,6.6,1001,227,50,9.5,562,158,28.1,7.1,1.19233415320999,0.0148080551151513
284,Atlanta Regional Commission,Yes,30033,3168,ZCTA,ZCTA5 30033,13128,481,804,243,6.1,1.8,5360,502,40.8,3.5,5289,461,40.3,3.2,1675,285,12.8,2.1,0.386840027669195,0.00233866692566269
285,GM / NE,No,30558,3446,ZCTA,ZCTA5 30558,1829,213,147,61,8,3.2,430,104,23.5,5,620,164,33.9,8,632,130,34.6,5.9,1.02252746108404,0.0151937795305844
286,Atlanta Regional Commission,Yes,30034,3169,ZCTA,ZCTA5 30034,17061,572,1591,319,9.3,1.8,6795,649,39.8,3.6,5380,471,31.5,2.6,3295,457,19.3,2.6,0.427843744667133,0.00432799556371314
287,Northwest Georgia,No,30559,3447,ZCTA,ZCTA5 30559,1985,228,58,52,2.9,2.6,444,144,22.4,6.8,781,189,39.3,8.4,702,191,35.4,8.7,0.784229991367843,0.0127220962086139
288,Atlanta Regional Commission,Yes,30035,3170,ZCTA,ZCTA5 30035,8398,335,1118,309,13.3,3.6,3459,388,41.2,4.3,2479,352,29.5,4,1342,248,16,2.9,0.269365030546986,0.00216854663035646
289,GM / NW,No,30560,3448,ZCTA,ZCTA5 30560,1991,251,13,21,0.7,1.1,480,146,24.1,6.7,891,203,44.8,8.5,607,191,30.5,8.8,1.09508510497356,0.0192573408089607
290,Georgia Mountains,No,30562,3449,ZCTA,ZCTA5 30562,491,90,13,23,2.6,4.7,223,67,45.4,10.9,165,61,33.6,10.8,90,53,18.3,10.2,0.209958448886324,0.000762612225956698
291,Georgia Mountains,No,30563,3450,ZCTA,ZCTA5 30563,1949,178,28,21,1.4,1,430,110,22.1,5.3,828,153,42.5,6.8,663,149,34,7,0.552561319392297,0.00891606866750255
292,Georgia Mountains,Partial,30564,3451,ZCTA,ZCTA5 30564,1465,206,59,56,4,3.8,342,114,23.3,7.1,638,178,43.5,10.5,426,134,29.1,8.2,0.806769993735948,0.00797897890458529
293,Northeast Georgia,No,30565,3452,ZCTA,ZCTA5 30565,1705,169,125,76,7.3,4.4,347,100,20.4,5.5,680,143,39.9,7.4,553,143,32.4,7.8,0.715761028772251,0.00870481332848338
294,Georgia Mountains,Yes,30566,3453,ZCTA,ZCTA5 30566,2655,202,155,89,5.8,3.3,817,158,30.8,5.5,1089,187,41,6.3,594,150,22.4,5.4,0.409950654876765,0.00250381209288556
295,GM / NE,Partial,30567,3454,ZCTA,ZCTA5 30567,1241,164,4,6,0.3,0.5,224,83,18,6.3,660,188,53.2,13.4,353,110,28.4,8,0.794643708919767,0.00799280723140788
296,Georgia Mountains,No,30568,3455,ZCTA,ZCTA5 30568,594,120,10,23,1.7,3.9,292,123,49.2,18.3,205,76,34.5,10.8,87,64,14.6,10.3,0.592299846733599,0.00741556074698926
297,Georgia Mountains,No,30571,3456,ZCTA,ZCTA5 30571,1767,187,31,29,1.8,1.6,546,137,30.9,7,841,191,47.6,9.5,349,107,19.8,5.7,1.00925433557969,0.0144227999544878
298,GM / NW,No,30572,3457,ZCTA,ZCTA5 30572,449,126,25,40,5.6,8.8,163,89,36.3,17.1,205,86,45.7,14.3,56,48,12.5,10,0.981937302103343,0.0272337980717174
299,River Valley,No,31903,3848,ZCTA,ZCTA5 31903,6943,391,1989,275,28.6,3.6,2824,296,40.7,3.6,1576,273,22.7,3.7,554,136,8,1.9,0.363347022004101,0.00259982460880748
300,ARC / GM,Yes,30040,3173,ZCTA,ZCTA5 30040,24891,397,527,163,2.1,0.7,5616,399,22.6,1.6,12326,634,49.5,2.4,6422,449,25.8,1.8,0.753933322759745,0.0150497311219612
301,River Valley,No,31904,3849,ZCTA,ZCTA5 31904,12744,394,1302,227,10.2,1.8,4927,431,38.7,3.2,4426,391,34.7,2.9,2089,288,16.4,2.2,0.600577103518388,0.00791554150652458
302,River Valley,No,31906,3851,ZCTA,ZCTA5 31906,8475,305,1459,229,17.2,2.6,3562,319,42,3.5,2528,315,29.8,3.6,926,166,10.9,1.9,0.206396036484019,0.00170596807859803
303,River Valley,No,31907,3852,ZCTA,ZCTA5 31907,20352,453,1324,233,6.5,1.1,8203,523,40.3,2.4,6658,514,32.7,2.4,4167,485,20.5,2.3,0.409136194567709,0.00573820394112677
304,ARC / NE,Yes,30052,3180,ZCTA,ZCTA5 30052,22536,601,561,203,2.5,0.9,5402,584,24,2.5,9758,746,43.3,3.1,6815,618,30.2,2.6,0.953050711175567,0.0222564550620016
305,Northeast Georgia,Yes,30054,3181,ZCTA,ZCTA5 30054,4085,292,92,70,2.3,1.7,1033,223,25.3,5.1,1572,247,38.5,5.4,1388,278,34,6.4,0.595838520889243,0.0105970686639876
306,Northeast Georgia,Partial,30055,3182,ZCTA,ZCTA5 30055,1192,171,17,20,1.4,1.7,220,80,18.5,6.2,584,131,49,8.5,371,109,31.1,7.9,0.934749929429326,0.0131867401557122
307,Northeast Georgia,Partial,30056,3183,ZCTA,ZCTA5 30056,800,104,45,31,5.6,3.8,185,54,23.1,6.1,279,69,34.9,7.4,291,87,36.4,9.8,0.651625825065944,0.00970341555979032
308,Coastal Regional Commission,No,31404,3685,ZCTA,ZCTA5 31404,11665,370,1364,230,11.7,1.9,5322,371,45.6,2.8,3647,370,31.3,3,1332,229,11.4,1.9,0.468165206913304,0.0039795937121291
309,Atlanta Regional Commission,Yes,30058,3184,ZCTA,ZCTA5 30058,20785,496,1699,367,8.2,1.8,7971,638,38.3,2.9,7114,618,34.2,2.9,4001,484,19.2,2.3,0.540905895415199,0.00791548833975433
310,Atlanta Regional Commission,Yes,30060,3185,ZCTA,ZCTA5 30060,13830,447,1482,249,10.7,1.8,5429,474,39.3,3.2,4493,498,32.5,3.4,2426,359,17.5,2.5,0.606216335073531,0.00415586571923436
311,Atlanta Regional Commission,Yes,30062,3186,ZCTA,ZCTA5 30062,23561,380,391,137,1.7,0.6,5814,506,24.7,2.1,11660,562,49.5,2.2,5696,433,24.2,1.8,0.65884322564261,0.00659512346157187
312,Atlanta Regional Commission,Yes,30064,3187,ZCTA,ZCTA5 30064,18278,491,663,212,3.6,1.2,4710,465,25.8,2.5,7589,518,41.5,2.6,5316,581,29.1,3.1,0.718088483548826,0.00809509956902478
313,Coastal Regional Commission,No,31405,3686,ZCTA,ZCTA5 31405,13917,556,1616,268,11.6,1.9,5232,443,37.6,2.8,4977,507,35.8,3.4,2092,312,15,2.2,0.668102067852447,0.00765261063349591
314,Atlanta Regional Commission,Yes,30066,3188,ZCTA,ZCTA5 30066,20409,515,313,148,1.5,0.7,4735,556,23.2,2.7,9427,645,46.2,2.9,5934,541,29.1,2.5,0.545092908890623,0.00695664895032447
315,Atlanta Regional Commission,Yes,30067,3189,ZCTA,ZCTA5 30067,20041,412,885,213,4.4,1.1,9071,572,45.3,2.7,7677,492,38.3,2.3,2408,324,12,1.6,0.449131238635476,0.00380817474885086
316,Atlanta Regional Commission,Yes,30068,3190,ZCTA,ZCTA5 30068,12195,289,204,119,1.7,1,2862,347,23.5,2.8,5845,377,47.9,2.9,3284,360,26.9,2.9,0.392040979832029,0.00372508383159482
317,Northeast Georgia,Yes,30070,3191,ZCTA,ZCTA5 30070,184,66,52,36,28.3,17,94,58,51.1,25.4,27,26,14.7,13.2,11,29,6,15.6,0.037832575188498,1.55516431615563e-05
318,Coastal Regional Commission,No,31314,3670,ZCTA,ZCTA5 31314,0,13,0,18,,,0,18,,,0,18,,,0,32,,,0.329665117351665,0.00233388081337355
319,Coastal Regional Commission,No,31406,3687,ZCTA,ZCTA5 31406,13450,435,1074,192,8,1.4,4983,470,37,3.3,5045,440,37.5,3,2348,328,17.5,2.4,0.560957926717757,0.00719249034843197
320,Atlanta Regional Commission,Yes,30071,3192,ZCTA,ZCTA5 30071,7527,341,392,147,5.2,1.9,2729,321,36.3,3.9,2821,366,37.5,4.6,1585,284,21.1,3.6,0.422875620976355,0.00302887260048732
321,Atlanta Regional Commission,Yes,30072,3193,ZCTA,ZCTA5 30072,377,85,6,16,1.6,4.3,211,66,56,12.2,121,46,32.1,9.8,39,34,10.3,8.7,0.0453447923290298,5.38855353160149e-05
322,Coastal Regional Commission,No,31315,3671,ZCTA,ZCTA5 31315,2563,218,49,37,1.9,1.4,982,197,38.3,7,1341,215,52.3,7.1,191,86,7.5,3.3,0.346802799808667,0.00294927118291251
323,Atlanta Regional Commission,Yes,30075,3194,ZCTA,ZCTA5 30075,19555,523,710,260,3.6,1.3,4482,466,22.9,2.3,9556,522,48.9,2.3,4807,440,24.6,2.2,0.547755566207171,0.00775139476188298
324,Atlanta Regional Commission,Yes,30076,3195,ZCTA,ZCTA5 30076,16815,495,793,190,4.7,1.1,5673,526,33.7,3,7873,665,46.8,3.7,2476,388,14.7,2.3,0.538658081509207,0.00405264298060963
325,Atlanta Regional Commission,Yes,30078,3196,ZCTA,ZCTA5 30078,11213,669,286,123,2.6,1.1,2654,370,23.7,3,4898,484,43.7,3.4,3375,438,30.1,3.5,0.473280375715945,0.00434090630631456
326,Coastal Regional Commission,No,31316,3672,ZCTA,ZCTA5 31316,4169,304,142,86,3.4,2,1193,282,28.6,6.4,1679,306,40.3,6.7,1155,328,27.7,7.6,2.04731498027389,0.0718416525289657
327,Atlanta Regional Commission,Yes,30079,3197,ZCTA,ZCTA5 30079,1504,204,173,108,11.5,7,721,161,47.9,8.5,504,172,33.5,10.5,106,71,7,4.6,0.121542067604156,0.00032407441089806
328,Coastal Regional Commission,No,31318,3673,ZCTA,ZCTA5 31318,109,75,0,18,0,16.9,28,33,25.7,24.3,12,22,11,18.9,69,70,63.3,47.4,0.0988696075860057,0.000336280826208561
329,Coastal Regional Commission,No,31407,3688,ZCTA,ZCTA5 31407,5152,626,0,30,0,0.6,1608,548,31.2,9.9,2553,587,49.6,9.7,991,414,19.2,7.7,0.631359717373941,0.00725154803850175
330,Atlanta Regional Commission,Yes,30080,3198,ZCTA,ZCTA5 30080,25614,668,992,226,3.9,0.9,11377,706,44.4,2.5,10160,742,39.7,2.7,3085,386,12,1.5,0.447848974968315,0.00345343739625523
331,Coastal Regional Commission,No,31320,3674,ZCTA,ZCTA5 31320,3100,226,138,69,4.5,2.2,925,179,29.8,5.3,1069,158,34.5,4.4,968,184,31.2,5.5,1.65285239837956,0.0321011408890041
332,Atlanta Regional Commission,Yes,30082,3199,ZCTA,ZCTA5 30082,11575,488,429,197,3.7,1.7,4188,613,36.2,5.1,5331,514,46.1,4,1627,325,14.1,2.7,0.400831807667609,0.00267314011455287
